id,diretoria,pai_setor,setor,nome_setor,categoria_hub,subcategoria_geo,nat,tipo,situacao_2024,centro_custo,cod_ua,endereco,bairro,cep,telefones,emails,latitude,longitude,street_view,como_chegar,flag_geo,regra_classificacao,observacao,global_id
112,PRE,PCI,PCN,Coordenadoria de Imprensa e Comunicação,Presidência,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",10292000,48884.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7260,nelza.oliveira@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{3C85523E-CCBF-461B-8701-360FFC5914DF}
113,PRE,PCI,PCS,Coordenadoria de Comunicação Interna e Redes Sociais,Presidência,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",10293000,48883.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7260,ana.cafernandes@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{2E6381BB-CA73-43EB-9FA7-98005ECADEB1}
114,PRE,PCI,PGC,Gerência  de Criação,Presidência,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",10294000,48882.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7260,williamwmota@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{5CFF15A0-5785-4880-9056-83A0E32EC4BF}
115,PRE,PRE,NAO-CI,Núcleo de Apoio Operacional - Cargos Indisponíveis,Presidência,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",10300000,42451.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{FFD88CCE-D436-4CDF-BAAA-98AF68A74026}
116,DAF,PRE,DAF,Diretoria de Administração e Finanças,Financeiro,Convênio SMS,ADM,DIRETORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20000000,14820.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7105 / 2214-7112,pedro.torres@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{87E3D4BA-434B-43F8-8FEA-E729CFA7E1D7}
117,DAF,DAF,FCO,Coordenadoria de Orçamento,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20010000,14831.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7157  / 2214-7147,maria.quinan@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{3EC8D139-969F-4DB2-9EF4-799445836574}
118,DAF,DAF,FCC,Coordenadoria de Contabilidade,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20020000,14834.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7163 / 22147162 / 22147167 / 22147166 / 22147169 / 22147170 / 22147171 / 22147172 / 22147165 / 22147160 /  22147159 / 22147161 / 22147168 / 22143847,roberto.galdino@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{FA62F42B-4788-483D-8C4B-EB27AC2E309B}
119,DAF,DAF,FCP,Coordenadoria de Compras de Materiais,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20090000,43133.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7109  / 2214-7115,leticia.sarmento@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{836215AD-A71C-4CC3-B5E6-97AEA1C3F7FD}
120,DAF,DAF,FCD,Coordenadoria de Estoque e Distribuição,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20100000,43132.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-1482  /  2214-7129,marilena.macedo@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{55922D25-8DE8-4E2D-97C5-AE6FF3CB376A}
121,DAF,DAF,FCS,Coordenadoria de Serviços Gerais e Segurança Empresarial,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20120000,46554.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-0320  / 2214-0320,eric.korber@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{CE2F261B-6EBF-4E4A-A45F-39C8AA04F2E9}
122,DAF,FCS,FDC,Divisão de Expedição e Documentação,Financeiro,Convênio SMS,ADM,DIVISÃO,"Unid. Adm., Unid. Oper., Conv. SMS",20120100,44896.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7055  /  2214-7059,aldineia.silva@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{344A6CD8-A91E-4B60-A3CF-341073F53B2A}
123,DAF,DAF,FCF,Coordenadoria de Finanças,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20140000,48890.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7150  /  2214-7147,givago.oliveira@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{EB2F6A16-1897-407A-98CB-EE1B96E9EA31}
124,DAF,DAF,FCZ,Coordenadoria de Legislação e Fiscalização Urbana,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20150000,45834.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7285  /  2214-7445,eduardo.correa@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{E014E577-917D-4681-8DDD-3DCB695BE013}
125,DAF,DAF,FCL,Coordenadoria de Processo Licitatório,Financeiro,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",20160000,48880.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7040,licitacao_comlurb@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,,{70A25B9C-60F4-4688-B571-04C066E9351B}
126,DAF,DAF,FGI,Gerência de Tecnologia da Informação,Tecnologia,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",20170000,16401.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-3751,igoralmeida@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Termos de tecnologia/sistemas/informática,,{BCF5C9EF-785E-444D-9860-86641800A83E}
127,DGG,PRE,DGG,Diretoria de Gestão e Gente,Gestão de Pessoas,Convênio SMS,ADM,DIRETORIA,"Unid. Adm., Unid. Oper., Conv. SMS",30000000,14846.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7191,alberto.gsilva@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{C6EADC7C-3364-49F3-A4A8-567794BE880A}
128,DGG,DGG,GCT,Coordenadoria Geral de Gente,Gestão de Pessoas,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",33000000,45418.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7187,rita.vargas@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{E8968C64-6A2D-47ED-B15C-A3276D8918A6}
129,DGG,GCT,GGU,Gerência de Estrutura e Carreiras,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",33020000,45610.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7258 / 2217-7257 / 2214-4221 / 2214-7254 / 2214-7213 / 2214-7256 / 2214-7248 / 2214-7245,nair.dias@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{523B8A34-C9F2-40EB-8928-E6F38AE37DD4}
130,DGG,GCT,GGQ,Gerência de Qualidade de Vida,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",33030000,46849.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7052,luciana.santiago@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{546CFDFF-85F4-40AD-9C45-1156DC21E6F2}
131,DGG,GGQ,GGQ02,Gerência de Qualidade de Vida - Empregado Afastado,Gestão de Pessoas,Convênio SMS,,VIRTUAL,"Unid. Adm., Unid. Oper., Conv. SMS",33030001,46849.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,"Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{F6EACA90-F6CE-417C-B960-5AFA86AB8341}
132,DGG,GGQ,GGQ-MT,Gerência Adjunta de Medicina do Trabalho,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA ADJUNTA,"Unid. Adm., Unid. Oper., Conv. SMS",33031000,52386.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7440,marta.labrunie@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{50A9F7CE-E2F6-4863-8DE7-21D66164CFAD}
133,DGG,GGQ,GGQ-AP,Gerência Adjunta de Apoio a Pessoas,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA ADJUNTA,"Unid. Adm., Unid. Oper., Conv. SMS",33032000,52385.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7438,itie.nagashima@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{D0D5F7A2-F040-474B-B19D-8081AD7AADD2}
134,DGG,GGQ,GGQ-ST,Gerência Adjunta de Segurança do Trabalho,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA ADJUNTA,"Unid. Adm., Unid. Oper., Conv. SMS",33033000,52384.0,"Rua Major Ávila, 358",Tijuca,20540-903,2088-1139,marcio.paciello@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{7FD3805E-61B6-48DB-A480-C68EC7953CDF}
135,DGG,GCT,GGP,Gerência de Pagamento,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",33040000,16396.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7404,alessandrof.souza@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{B125E3B7-EB84-464D-9FAF-6D6BE9E2DC42}
136,DGG,GGP,GGP11,Contrato Suspenso,Financeiro,Convênio SMS,,VIRTUAL,"Unid. Adm., Unid. Oper., Conv. SMS",33040001,16396.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,"Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{727216E7-8753-4B10-9112-76937F75E1C6}
137,DGG,GGP,GGP96,Servidores Demitidos,Gestão de Pessoas,Convênio SMS,,VIRTUAL,"Unid. Adm., Unid. Oper., Conv. SMS",33040002,16396.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,"Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{18ACE3F0-1573-4881-9F62-3BBD742BBB46}
138,DGG,GGP,GGP-RD,Gerência Adjunta de Remuneração Direta,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA ADJUNTA,"Unid. Adm., Unid. Oper., Conv. SMS",33043000,52381.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7404,renata.evangelista@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{8E67F8F2-40F4-45DC-8AD9-E8B0721AA7E5}
139,DGG,GGP,GGP-RI,Gerência Adjunta de Remuneração Indireta,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA ADJUNTA,"Unid. Adm., Unid. Oper., Conv. SMS",33044000,52378.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7491,isabela.torres@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{23E21B1B-16CC-4D13-B225-9807108F865F}
140,DGG,GGP,GGP-CF,Gerência Adjunta de Controlde de Frequência,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA ADJUNTA,"Unid. Adm., Unid. Oper., Conv. SMS",33045000,52377.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7493,adriana.abreu@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{BE9AD29C-1DB2-4293-8DF2-506D36AEF1EF}
141,DGG,GCT,GGV,Gerência de Captação e Avaliação,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",33050000,16395.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7430 / 2214-7240 / 2214-7233,noemi.baptista@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{94370671-2FA6-491E-9C79-E0172F2B9C57}
142,DGG,GCT,GGE,Gerência de Educação Corporativa,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",33060000,16397.0,"Rua Major Ávila, 358, Unicom - 4ª andar",Tijuca,20540-903,2214-7220 / 2214-7219 / 2502-2512,liliane.guimaraes@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{B13B6218-83C7-4DEA-BE30-C6CE834EB0CC}
143,DGG,DGG,GCO,Coordenadoria de Relacionamento - Ouvidoria,Presidência,Convênio SMS,ADM,COORDENADORIA / OUVIDORIA,"Unid. Adm., Unid. Oper., Conv. SMS",34000000,14902.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-0129,daniela.steiman@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria PRE ou termo de governança/presidência,,{CBB26ADF-31E8-4377-B32B-DE12DC37C691}
144,DGG,GCO,GGI,Gerência de Análise de Conduta e Integridade,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",34010000,16031.0,"Rua Major Ávila, 358",Tijuca,20540-903,2088-1146,vanessa.paiva@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{1A2F5C0E-50DE-40C2-9899-4EED4DE9BB6F}
145,DGG,GCO,GGA,Gerência de Canais de Atendimento,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",34020000,53027.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7077,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{0AD10847-12A4-4A17-827B-662AC6B4FB63}
146,DGG,DGG,GCG,Coordenadoria Geral de Governança,Gestão de Pessoas,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",35000000,52375.0,"Rua Major Ávila, 358",Tijuca,20540-903,2088-1149,luciana.cabral@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{980FDFDD-0633-483D-BA37-31250D743ED2}
147,DGG,GCG,GGC,Gerência de Conformidade Estatutária,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",35010000,53301.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{EAE2997E-C1AA-4AC1-ABDD-B94179B32986}
148,DGG,DGG,GCP,Coordenadoria Geral de Planejamento e Monitoramento,Gestão de Pessoas,Convênio SMS,ADM,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",36000000,52374.0,"Rua Major Ávila, 358",Tijuca,20540-903,2088-1149,patricia.sosilva@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{48660AFA-369E-4226-A02A-0F79CBEB9BB5}
149,DGG,GCP,GGR,Gerência de Apuração de Resultados,Gestão de Pessoas,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",36010000,48881.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7180,leonardo.staccioli@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DGG ou termos de RH/saúde ocupacional,,{8E0F24B9-0D8C-4666-97C0-75E68DFB16AA}
150,DLU,PRE,DLU,Diretoria de Limpeza Urbana,Apoio,Convênio SMS,OP,DIRETORIA,"Unid. Adm., Unid. Oper., Conv. SMS",40000000,48752.0,"Rua Major Ávila, 358",Tijuca,20540-903,,alexandre.campos@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{820132AE-C610-483C-97AB-02EFC80D0F2D}
151,DLU,DLU,LGE,Gerência de Serviços Especiais,Apoio,Convênio SMS,OP,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",40020000,48879.0,"Rua Major Ávila, 358",Tijuca,20540-903,21972367007,mauricio.ribeiro@prefeitura.rio / antonio.feferreira@rio.rj.gov.br,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{1450D8D0-581C-4CCD-AF16-B1A0DA8C5E4E}
152,DSU,PRE,DSU,Diretoria de Serviços Urbanos,Apoio,Convênio SMS,OP,DIRETORIA,"Unid. Adm., Unid. Oper., Conv. SMS",44000000,41780.0,"Rua Major Ávila, 358",Tijuca,20540-903,,renato.rodrigues@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{12B7EA08-F9DC-4C56-B82C-2186F34A41A6}
153,DSU,DSU,UGG,Gerência de Apoio e Gestão,Apoio,Convênio SMS,ADM,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",44060000,41764.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7402,ricardo.gunji@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{6690F7D6-A84C-4E52-8B60-FEF9DF5D1008}
154,DSU,DSU,UCS,Coordenadoria de Coleta Seletiva e Reciclagem,Apoio,Convênio SMS,OP,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",44120000,43623.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7488,edison.silva@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{68F8B220-6806-412E-BF13-23A0DB1A799D}
155,DSU,DSU,UCP,Coordenadoria de Serviços Hospitalares e Prediais,Apoio,Limpeza hospitalar,OP,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",44130000,45437.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7326 /  2214-7327 / 2214-7393,josue.bastos@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{4731313D-B266-4880-B35A-21B118C7621E}
156,DSU,UCP,UCP-GAB-SME,Coordenadoria de Serviços Hospitalares e Prediais - Contrato de Limpeza GAB/SME,Financeiro,Limpeza hospitalar,,VIRTUAL,"Unid. Adm., Unid. Oper., Conv. SMS",44130006,45437.0,"Rua Major Ávila, 358",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DAF ou termos financeiros/contratuais,"Setor virtual: pode aparecer como apoio/hierarquia, não necessariamente como ponto físico.",{E0F104DB-A05D-4CF7-BC9B-A37E13B905CA}
157,DSU,UGP,UGP03,Gerência Adjunta de Limpeza Predial 3,Apoio,Convênio SMS,,VIRTUAL,"Unid. Adm., Unid. Oper., Conv. SMS",44130903,45295.0,"Rua Major Ávila, 358, Térreo",Tijuca,20540-903,,,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{70CF0E10-8BAD-4AB4-95AF-5923F330F07A}
158,DSU,DSU,UCV,Coordenadoria de Manejo Arbóreo,Apoio,Convênio SMS,OP,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",44140000,48888.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7238,luiz.augusto@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{B9CC08D8-43D4-481D-97E4-C45A9043EA67}
159,DSU,DSU,UGU,Gerência de Conservação e Revitalização de Mobiliário Urbano,Apoio,Convênio SMS,OP,GERÊNCIA,"Unid. Adm., Unid. Oper., Conv. SMS",44160000,48866.0,"Rua Major Ávila, 358",Tijuca,20540-903,,sheila.muniz@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{D4086202-1E8F-4ECC-8DBA-0B99082C539D}
160,DLU,CG09V,CD09M,Divisão de Serviços Maracanã,Apoio,Convênio SMS,OP,DIVISÃO,"Unid. Adm., Unid. Oper., Conv. SMS",47022000,14957.0,"Rua Adolfo Mota, S/N",Tijuca,20540-100,97486-8602,tfssantos@prefeitura.rio / dss.sg09v@gmail.com,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,"Órgão externo, convênio ou unidade de apoio",Convênio/estrutura externa: avaliar se entra como camada própria no HUB.,{6ED90282-8A5D-47B8-AA07-3C958C87F5EA}
161,DTE,PRE,DTE,Diretoria Técnica e de Engenharia,Engenharia,Convênio SMS,OP,DIRETORIA,"Unid. Adm., Unid. Oper., Conv. SMS",60000000,14823.0,"Rua Major Ávila, 358",Tijuca,20540-903,22147301,edsonm.silva@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DTE ou termo técnico/engenharia,,{F84507D1-4E57-4A80-9D8E-03FC44B155CC}
162,DTE,DTE,TCD,Coordenadoria de Destinação de Resíduos,Engenharia,Convênio SMS,OP,COORDENADORIA,"Unid. Adm., Unid. Oper., Conv. SMS",65000000,45854.0,"Rua Major Ávila, 358",Tijuca,20540-903,2214-7317,daniele.amaral@prefeitura.rio,-22.92040663262603,-43.23310289783324,"http://maps.google.com/maps?q=&layer=c&cbll=-22.92040663,-43.2331029",,OK,Diretoria DTE ou termo técnico/engenharia,,{E9F382DB-E9B0-4F36-934F-0BD390B09A72}
